loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83731,0.41952,10.4303,2.16391e-05,100000,-11.4884,5.04785,26.3445,1.89284e-05,100000
2,-0.974407,0.201315,9.68366,3.01672e-05,99960,-9.80841,3.46259,28.0729,4.0552e-05,99960
3,-1.55706,0.25751,13.2983,3.2899e-05,98414,-13.2382,4.95619,35.5613,3.92918e-05,98414
4,-2.27981,0.372625,16.6321,2.09776e-05,99874,-12.3946,4.65955,33.1848,3.71348e-05,99874
5,-2.81916,0.396441,22.57,2.29591e-05,99930,-16.2233,6.0751,43.488,3.57981e-05,99930
6,-2.50257,0.378494,19.1888,2.45449e-05,99916,-16.6191,6.49261,42.694,2.73963e-05,99916
7,-2.81117,0.470821,18.9088,1.87921e-05,99900,-15.84,6.31202,39.909,2.16261e-05,99900
8,-3.53852,0.623449,21.6876,1.37641e-05,99896,-17.8599,6.91194,46.2934,1.86755e-05,99896
9,-4.05525,0.727696,23.973,1.16711e-05,99892,-19.8145,7.509,52.4191,1.75367e-05,99894
10,-4.16358,0.755759,24.2609,1.11479e-05,99896,-21.1642,7.97873,56.2653,1.65257e-05,99896
11,-4.11141,0.751919,23.8107,1.11208e-05,99898,-21.0448,7.9155,56.0777,1.66076e-05,99898
12,-4.0416,0.741624,23.3737,1.12158e-05,99898,-20.8207,7.81641,55.5882,1.6832e-05,99898
13,-3.99722,0.733948,23.1321,1.13024e-05,99898,-20.7742,7.79064,55.524,1.69333e-05,99898
14,-3.97784,0.730079,23.043,1.13516e-05,99900,-20.7768,7.78932,55.547,1.69748e-05,99900
15,-3.9719,0.728625,23.0242,1.13716e-05,99900,-20.7934,7.79611,55.5873,1.69793e-05,99900
16,-3.97129,0.728274,23.0286,1.13773e-05,99900,-20.8106,7.80375,55.6249,1.69692e-05,99900
17,-3.97208,0.728285,23.0369,1.13788e-05,99902,-20.8163,7.80681,55.6334,1.69648e-05,99902
18,-3.97252,0.728329,23.0402,1.13785e-05,99902,-20.821,7.80895,55.6428,1.69592e-05,99902
19,-3.97297,0.728386,23.0434,1.13787e-05,99904,-20.819,7.80846,55.6361,1.69607e-05,99904
20,-3.97271,0.728367,23.0411,1.13779e-05,99902,-20.8234,7.81002,55.6483,1.69554e-05,99902
21,-3.97294,0.7284,23.0426,1.13775e-05,99902,-20.8239,7.81018,55.6498,1.69553e-05,99902
22,-3.97297,0.728403,23.0428,1.13775e-05,99902,-20.8237,7.81009,55.6492,1.69556e-05,99902
23,-3.97302,0.728409,23.0432,1.13774e-05,99902,-20.8238,7.81015,55.6496,1.69556e-05,99902
24,-3.97307,0.72842,23.0434,1.13773e-05,99902,-20.8237,7.81011,55.6492,1.69555e-05,99902
