loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83535,0.418905,10.4284,2.16708e-05,199998,-11.4745,5.04209,26.3114,1.89619e-05,199998
2,-0.975423,0.201365,9.69112,3.01812e-05,199932,-9.79998,3.46127,28.0359,4.05598e-05,199932
3,-1.55635,0.257442,13.2932,3.28936e-05,196794,-13.237,4.95706,35.5489,3.92523e-05,196794
4,-2.28116,0.372724,16.6442,2.09679e-05,199728,-12.3957,4.66088,33.181,3.71216e-05,199726
5,-2.82003,0.39649,22.5796,2.29565e-05,199842,-16.2205,6.07587,43.4678,3.57811e-05,199842
6,-2.50317,0.378532,19.1948,2.45433e-05,199818,-16.6088,6.49012,42.6577,2.74013e-05,199818
7,-2.812,0.470903,18.9155,1.8793e-05,199802,-15.8365,6.31234,39.8892,2.16242e-05,199802
8,-3.53816,0.623392,21.6856,1.37638e-05,199778,-17.8606,6.91464,46.2787,1.86563e-05,199778
9,-4.05568,0.727721,23.977,1.16706e-05,199778,-19.8104,7.51025,52.3887,1.75236e-05,199778
10,-4.16444,0.755898,24.2659,1.1145e-05,199780,-21.1556,7.97828,56.2225,1.65152e-05,199780
11,-4.11248,0.752074,23.8174,1.11179e-05,199786,-21.0335,7.9141,56.0277,1.65993e-05,199788
12,-4.04271,0.741768,23.3814,1.12139e-05,199790,-20.806,7.81382,55.5286,1.6827e-05,199790
13,-3.99815,0.734022,23.14,1.13031e-05,199798,-20.7545,7.78627,55.45,1.69344e-05,199800
14,-3.97853,0.730139,23.0487,1.13523e-05,199802,-20.7556,7.78442,55.4693,1.69762e-05,199804
15,-3.97237,0.728665,23.028,1.13723e-05,199802,-20.7729,7.79141,55.5115,1.69793e-05,199802
16,-3.97162,0.728295,23.0316,1.13782e-05,199802,-20.7893,7.79867,55.5473,1.69701e-05,199802
17,-3.97223,0.728285,23.0386,1.1379e-05,199802,-20.7995,7.80329,55.5687,1.69615e-05,199802
18,-3.97292,0.728359,23.0437,1.13784e-05,199802,-20.8049,7.80573,55.5802,1.69559e-05,199802
19,-3.97329,0.728409,23.0461,1.13779e-05,199802,-20.8069,7.80667,55.5844,1.69534e-05,199802
20,-3.97346,0.728435,23.0471,1.13776e-05,199802,-20.8074,7.80689,55.5854,1.69526e-05,199802
21,-3.97352,0.728447,23.0475,1.13774e-05,199802,-20.8076,7.80697,55.5859,1.69522e-05,199804
22,-3.97354,0.728451,23.0476,1.13774e-05,199802,-20.8077,7.80701,55.5862,1.69521e-05,199802
23,-3.97356,0.728453,23.0477,1.13774e-05,199802,-20.8076,7.80696,55.586,1.69523e-05,199802
24,-3.97354,0.72845,23.0476,1.13774e-05,199802,-20.8079,7.80705,55.5866,1.6952e-05,199804
