loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.73507,0.482641,17.5713,2.46196e-05,100000,-10.4065,5.42626,20.1419,2.33293e-05,100000
2,-1.27635,0.240763,10.9197,3.20722e-05,99998,-7.50565,3.21609,17.8275,3.62837e-05,99996
3,-3.25731,0.497364,23.3432,2.17058e-05,99002,-13.3366,5.98597,29.8808,2.93369e-05,99002
4,-3.23436,0.501121,22.871,1.96098e-05,99628,-9.35757,4.25188,20.8294,3.44998e-05,99628
5,-5.40291,0.771368,39.1401,1.41303e-05,99816,-9.0968,4.05418,20.6581,4.53169e-05,99816
6,-5.02178,0.715848,36.6255,1.59635e-05,99830,-14.2969,6.53713,31.4209,2.78799e-05,99830
7,-5.39083,0.786123,38.2396,1.45407e-05,99812,-20.3902,9.49427,43.8958,1.77632e-05,99812
8,-6.09796,0.904175,42.232,1.25487e-05,99804,-21.7818,10.1462,46.8596,1.59344e-05,99804
9,-6.54374,0.979714,44.7279,1.1505e-05,99806,-21.3221,9.88888,46.0752,1.60915e-05,99806
10,-6.66865,1.00393,45.2929,1.11643e-05,99806,-20.66,9.54925,44.8033,1.65532e-05,99806
11,-6.6547,1.00461,45.0771,1.11108e-05,99806,-20.125,9.28096,43.7473,1.69908e-05,99806
12,-6.61548,0.999755,44.7755,1.11382e-05,99808,-19.877,9.15412,43.2694,1.72239e-05,99808
13,-6.58742,0.995744,44.5838,1.1171e-05,99814,-19.8069,9.11575,43.1464,1.73076e-05,99812
14,-6.5729,0.993506,44.4919,1.11907e-05,99812,-19.8123,9.11568,43.1702,1.73169e-05,99812
