loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.8373,0.419518,10.4303,2.16391e-05,100000,-11.4884,5.04786,26.3445,1.89284e-05,100000
2,-0.974406,0.201315,9.68367,3.01673e-05,99960,-9.8084,3.46259,28.0728,4.0552e-05,99960
3,-1.55706,0.25751,13.2982,3.28989e-05,98414,-13.2379,4.9561,35.5608,3.92924e-05,98414
4,-2.27984,0.372629,16.6322,2.09774e-05,99874,-12.3947,4.65957,33.1849,3.71347e-05,99874
5,-2.81917,0.396443,22.57,2.2959e-05,99930,-16.2226,6.07487,43.486,3.57994e-05,99932
6,-2.50256,0.378493,19.1887,2.4545e-05,99916,-16.619,6.49256,42.6936,2.73964e-05,99916
7,-2.81117,0.470821,18.9088,1.8792e-05,99900,-15.84,6.31202,39.909,2.1626e-05,99900
8,-3.53853,0.62345,21.6877,1.37641e-05,99896,-17.8602,6.91203,46.294,1.86754e-05,99896
9,-4.05523,0.727693,23.9729,1.16711e-05,99892,-19.8145,7.50898,52.4191,1.75367e-05,99892
10,-4.16357,0.755755,24.2609,1.1148e-05,99896,-21.1641,7.97868,56.265,1.65259e-05,99896
11,-4.1115,0.751934,23.8112,1.11206e-05,99898,-21.0448,7.9155,56.0778,1.66077e-05,99898
12,-4.04107,0.741555,23.3702,1.12171e-05,99900,-20.8211,7.81656,55.5892,1.68315e-05,99898
13,-3.99718,0.733944,23.1318,1.13024e-05,99898,-20.7739,7.79054,55.5233,1.69334e-05,99898
14,-3.97784,0.730081,23.043,1.13516e-05,99900,-20.7763,7.78912,55.5459,1.69753e-05,99900
15,-3.97191,0.728625,23.0243,1.13717e-05,99900,-20.7937,7.79624,55.5883,1.69791e-05,99900
16,-3.97124,0.728262,23.0284,1.13776e-05,99900,-20.8107,7.80377,55.625,1.69692e-05,99900
17,-3.97211,0.728289,23.0371,1.13788e-05,99902,-20.8162,7.80678,55.6332,1.69649e-05,99902
18,-3.97254,0.728329,23.0405,1.13786e-05,99902,-20.8211,7.80903,55.6432,1.69592e-05,99902
19,-3.97305,0.728401,23.0438,1.13785e-05,99904,-20.819,7.80845,55.636,1.69607e-05,99904
20,-3.97272,0.728371,23.0412,1.13779e-05,99902,-20.8236,7.81012,55.6488,1.69551e-05,99902
21,-3.97297,0.728407,23.0427,1.13774e-05,99902,-20.8235,7.81002,55.6486,1.69555e-05,99902
22,-3.97296,0.728404,23.0427,1.13774e-05,99902,-20.8237,7.81009,55.6493,1.69555e-05,99902
23,-3.973,0.728406,23.0431,1.13775e-05,99902,-20.8239,7.81016,55.6499,1.69556e-05,99902
24,-3.97301,0.728408,23.0431,1.13775e-05,99902,-20.8237,7.81012,55.6493,1.69556e-05,99902
